element,id,geometry,name,lat,lon
node,292743083,POINT (100.5673621 13.718573399999999),Shell,13.718573399999999,100.5673621
node,357091596,POINT (100.6106115 13.682754599999999),สยามแก๊ส,13.682754599999999,100.6106115
node,357091616,POINT (100.6280329 13.669622299999999),สยามแก๊ส,13.669622299999999,100.6280329
node,357091622,POINT (100.6321353 13.668892600000001),Esso,13.668892600000001,100.6321353
node,379014542,POINT (100.6703176 13.690079700000002),Susco,13.690079700000002,100.6703176
node,390290241,POINT (100.6594082 13.6764383),เอสโซ่,13.6764383,100.6594082
node,1044102004,POINT (100.6296543 13.669353699999998),Caltex,13.669353699999998,100.6296543
node,1135425719,POINT (100.4411954 13.662720700000001),ปั้มบางจาก พระราม 2,13.662720700000001,100.4411954
node,1157495593,POINT (100.4212989 13.6990059),ป.ต.ท.,13.6990059,100.4212989
node,1629229640,POINT (100.40987030000001 13.711032999999999),ปั๊มน้ำมันคาลเท็กซ์,13.711032999999999,100.40987030000001
node,1629229645,POINT (100.4104977 13.71046),ปั๊มน้ำมันเชลล์ หจก.สุกิจบริการ,13.71046,100.4104977
node,1699438366,POINT (100.54081880000001 13.7688171),PTT SS (Sanampao),13.7688171,100.54081880000001
node,1707986950,POINT (100.5306365 13.826822200000002),ปตท,13.826822200000002,100.5306365
node,1726919795,POINT (100.5479209 13.803783300000001),GV Station,13.803783300000001,100.5479209
node,1750540414,POINT (100.5657445 13.7198335),บางจาก,13.7198335,100.5657445
node,1833806390,POINT (100.6432882 13.820642399999999),ป.ต.ท.,13.820642399999999,100.6432882
node,1833806391,POINT (100.6422368 13.8223927),ปั้มคาลเท็กซ์,13.8223927,100.6422368
node,1863557646,POINT (100.520226 13.786244299999998),PTT,13.786244299999998,100.520226
node,1882233203,POINT (100.4559588 13.72011),เชลล์,13.72011,100.4559588
node,1906487091,POINT (100.40592490000002 13.651794099999998),ซัสโก้ สาขาบางบอน,13.651794099999998,100.40592490000002
node,1926817479,POINT (100.4448601 13.7157914),ป.ต.ท.,13.7157914,100.4448601
node,1952137264,POINT (100.5724426 13.866191399999998),บางจาก,13.866191399999998,100.5724426
node,1971414616,POINT (100.4408281 13.7143903),ป.ต.ท.,13.7143903,100.4408281
node,1987901087,POINT (100.6742629 13.7779259),ป.ต.ท.,13.7779259,100.6742629
node,1987901376,POINT (100.6745789 13.7770957),เชลล์,13.7770957,100.6745789
node,2025196695,POINT (100.5696125 13.890416600000002),เชลล์,13.890416600000002,100.5696125
node,2025196705,POINT (100.568266 13.8908171),ป.ต.ท.,13.8908171,100.568266
node,2025196777,POINT (100.562309 13.892159599999998),Shell,13.892159599999998,100.562309
node,2052668213,POINT (100.5695645 13.932800099999998),PTT,13.932800099999998,100.5695645
node,2075726650,POINT (100.7345268 13.840406599999998),บางจาก,13.840406599999998,100.7345268
node,2075726651,POINT (100.7355953 13.900849499999998),ปตท,13.900849499999998,100.7355953
node,2077213127,POINT (100.7359686 13.8198127),ปตท,13.8198127,100.7359686
node,2077213128,POINT (100.740373 13.820255299999998),ปตท,13.820255299999998,100.740373
node,2088898264,POINT (100.5401835 13.699451800000002),Caltex,13.699451800000002,100.5401835
node,2089246989,POINT (100.5170691 13.6880548),บางจาก,13.6880548,100.5170691
node,2094758875,POINT (100.5122071 13.803217899999998),ป.ต.ท.,13.803217899999998,100.5122071
node,2101829202,POINT (100.4080155 13.767558399999999),Jiffy,13.767558399999999,100.4080155
node,2106620759,POINT (100.45036810000002 13.707315099999999),ปั๊มแก๊ส หจก. พี.ที แก๊ส,13.707315099999999,100.45036810000002
node,2175932685,POINT (100.659257 13.8302908),Susco,13.8302908,100.659257
node,2192250660,POINT (100.6302188 13.823061999999998),ป.ต.ท.,13.823061999999998,100.6302188
node,2391364882,POINT (100.53593 13.7571853),เชลล์,13.7571853,100.53593
node,2400507006,POINT (100.5444184 13.779612199999999),เชลล์,13.779612199999999,100.5444184
node,2499322870,POINT (100.6365492 13.845299699999998),ป.ต.ท.,13.845299699999998,100.6365492
node,2527709584,POINT (100.6125669 13.865315599999999),ปตท.,13.865315599999999,100.6125669
node,2527721743,POINT (100.6133954 13.862277599999997),ปั๊มแก๊ส LPG,13.862277599999997,100.6133954
node,2558446183,POINT (100.722747 13.8607023),LPG,13.8607023,100.722747
node,2558456576,POINT (100.7341112 13.8460427),LPG,13.8460427,100.7341112
node,2558456577,POINT (100.7383583 13.828922200000001),LPG,13.828922200000001,100.7383583
node,2558456580,POINT (100.739612 13.8275023),ปตท. NGV,13.8275023,100.739612
node,2558456581,POINT (100.7395332 13.8259119),ปตท. NGV,13.8259119,100.7395332
node,2558505436,POINT (100.6968722 13.8597113),LPG,13.8597113,100.6968722
node,2593802211,POINT (100.5886799 13.738055399999999),บางจาก,13.738055399999999,100.5886799
node,2628607686,POINT (100.5221088 13.747508299999998),เชลล์,13.747508299999998,100.5221088
node,2647810828,POINT (100.5575983 13.823776699999998),บางจาก,13.823776699999998,100.5575983
node,2696252183,POINT (100.5587328 13.825388199999999),ป.ต.ท.,13.825388199999999,100.5587328
node,2696252209,POINT (100.5764598 13.887599500000002),Caltex,13.887599500000002,100.5764598
node,2733262183,POINT (100.4709083 13.741520199999998),เอสโซ่,13.741520199999998,100.4709083
node,2733276933,POINT (100.4812408 13.743425599999998),เชลล์,13.743425599999998,100.4812408
node,2930527543,POINT (100.5341245 13.7134726),Bangchak,13.7134726,100.5341245
node,2995498879,POINT (100.5320433 13.705159300000004),Shell,13.705159300000004,100.5320433
node,3010197500,POINT (100.4221964 13.671819399999999),PTT Gas Station,13.671819399999999,100.4221964
node,3021929028,POINT (100.6257551 13.819435),Esso,13.819435,100.6257551
node,3021930044,POINT (100.6842955 13.8184026),Ptt gas station,13.8184026,100.6842955
node,3049029184,POINT (100.5709398 13.728632100000002),บางจาก,13.728632100000002,100.5709398
node,3052627094,POINT (100.511043 13.747568499999996),Shell,13.747568499999996,100.511043
node,3076793701,POINT (100.5721 13.736485199999999),บางจาก,13.736485199999999,100.5721
node,3076793702,POINT (100.5766904 13.737610899999998),TPI,13.737610899999998,100.5766904
node,3106375019,POINT (100.4300386 13.660032399999999),แก๊ส LPG,13.660032399999999,100.4300386
node,3202517731,POINT (100.4240479 13.672751699999997),Caltex,13.672751699999997,100.4240479
node,3282887323,POINT (100.75455230000001 13.722111499999999),Thai Gas LPG Station,13.722111499999999,100.75455230000001
node,3283353398,POINT (100.3939667 13.65648),ปตท,13.65648,100.3939667
node,3283362613,POINT (100.3935737 13.6560552),NGV,13.6560552,100.3935737
node,3283398238,POINT (100.3873243 13.651165600000002),แก๊สรถยนต์,13.651165600000002,100.3873243
node,3331360502,POINT (100.5639652 13.7893907),Shell,13.7893907,100.5639652
node,3389458456,POINT (100.4106649 13.795241499999998),ปตท,13.795241499999998,100.4106649
node,3473040386,POINT (100.7821783 13.751649599999999),PTT LPG Station,13.751649599999999,100.7821783
node,3492638481,POINT (100.39199860000001 13.709144400000003),บางจาก,13.709144400000003,100.39199860000001
node,3497316747,POINT (100.5951045 13.768595400000002),เชลล์,13.768595400000002,100.5951045
node,3497316748,POINT (100.6006099 13.7671626),Caltex,13.7671626,100.6006099
node,3629925944,POINT (100.7108817 13.7218348),N S Gas,13.7218348,100.7108817
node,3778949864,POINT (100.5604421 13.796218799999998),Esso,13.796218799999998,100.5604421
node,4084435855,POINT (100.8463824 13.704618600000002),Bike Fuel,13.704618600000002,100.8463824
node,4122963289,POINT (100.6498295 13.787116499999998),ป.ด.ท,13.787116499999998,100.6498295
node,4127286292,POINT (100.735908 13.722056200000003),LGP Gaz,13.722056200000003,100.735908
node,4127286293,POINT (100.7315052 13.722447199999998),Tripl,13.722447199999998,100.7315052
node,4269919489,POINT (100.5831051 13.8006082),Shell,13.8006082,100.5831051
node,4273402795,POINT (100.5399615 13.8350223),ป.ต.ท.,13.8350223,100.5399615
node,4281284497,POINT (100.6401476 13.7686146),Shell,13.7686146,100.6401476
node,4334997920,POINT (100.4503448 13.6698823),ป.ต.ท.,13.6698823,100.4503448
node,4345442289,POINT (100.5282096 13.680339299999998),ปตท,13.680339299999998,100.5282096
node,4405710189,POINT (100.5752076 13.7471259),Bangchak,13.7471259,100.5752076
node,4491857689,POINT (100.70412270000001 13.722069399999999),Bangchak,13.722069399999999,100.70412270000001
node,4494582893,POINT (100.6341966 13.686324099999998),เชลล์,13.686324099999998,100.6341966
node,4522747623,POINT (100.3530453 13.705840900000002),เอสโซ่,13.705840900000002,100.3530453
node,4529451395,POINT (100.3433537 13.686837899999999),ปตท.,13.686837899999999,100.3433537
node,4541286989,POINT (100.5837729 13.886548299999998),ปตท.บริษัท ส.รุ่งวิภา จำกัด,13.886548299999998,100.5837729
node,4553850691,POINT (100.5664607 13.717912099999996),Shell,13.717912099999996,100.5664607
node,4568878671,POINT (100.58656520000001 13.789093399999995),ปตท,13.789093399999995,100.58656520000001
node,4586561291,POINT (100.7181775 13.799968299999996),ซัสโก้,13.799968299999996,100.7181775
node,4620840590,POINT (100.5632317 13.829858699999999),Shell,13.829858699999999,100.5632317
node,4623094589,POINT (100.395497 13.717415199999998),คาลเท็กซ์,13.717415199999998,100.395497
node,4641910696,POINT (100.6184855 13.951331599999998),ป.ต.ท.,13.951331599999998,100.6184855
node,4682221103,POINT (100.6177115 13.7811941),Shell,13.7811941,100.6177115
node,4682286089,POINT (100.63612920000001 13.7714049),บางจาก,13.7714049,100.63612920000001
node,4818400890,POINT (100.74127580000001 13.722699599999997),Esso,13.722699599999997,100.74127580000001
node,5263049524,POINT (100.6109649 13.785453199999997),เชลล์,13.785453199999997,100.6109649
node,5304501528,POINT (100.5078223 13.756183199999997),Susco Gasoline,13.756183199999997,100.5078223
node,5372711040,POINT (100.5228005 13.822864499999998),Susco,13.822864499999998,100.5228005
node,5503957055,POINT (100.646722 13.690963299999998),PTT,13.690963299999998,100.646722
node,6021271682,POINT (100.6662753 13.920945899999998),Esso,13.920945899999998,100.6662753
node,6115545847,POINT (100.43213070000002 13.6397111),Esso,13.6397111,100.43213070000002
node,6315288795,POINT (100.3445396 13.788746400000003),เอสโซ่,13.788746400000003,100.3445396
node,6315288988,POINT (100.3985243 13.7836846),Bangchak,13.7836846,100.3985243
node,6344544450,POINT (100.6603982 13.920904999999998),ป.ต.ท.,13.920904999999998,100.6603982
node,6370565511,POINT (100.5183162 13.718115600000003),Esso,13.718115600000003,100.5183162
node,6724195228,POINT (100.5677241 13.7556586),LPG Station,13.7556586,100.5677241
node,7004076778,POINT (100.6028765 13.662873699999999),Shell,13.662873699999999,100.6028765
node,7626507212,POINT (100.5499369 13.854360199999999),Caltex,13.854360199999999,100.5499369
node,7659981685,POINT (100.6258038 13.9338639),ป.ต.ท. พหลโยธินกม.25,13.9338639,100.6258038
node,7660084373,POINT (100.5744378 13.716015),LPG,13.716015,100.5744378
node,7660292885,POINT (100.492456 13.6206196),PTT,13.6206196,100.492456
node,8455931921,POINT (100.60557 13.6958514),เชลล์,13.6958514,100.60557
node,8602491395,POINT (100.5208712 13.7853078),เชลล์,13.7853078,100.5208712
node,8678928554,POINT (100.6511188 13.665252699999998),Inthanin,13.665252699999998,100.6511188
node,8825253424,POINT (100.7081008 13.722455499999999),ป.ต.ท.,13.722455499999999,100.7081008
node,8869760843,POINT (100.4106412 13.792701299999996),ป.ต.ท.,13.792701299999996,100.4106412
node,9291700617,POINT (100.5720725 13.7472069),เชลล์,13.7472069,100.5720725
node,9291700717,POINT (100.5724271 13.7471519),เอสโซ่,13.7471519,100.5724271
node,9470397317,POINT (100.5803647 13.906446399999998),Bangchak,13.906446399999998,100.5803647
node,9498483817,POINT (100.5852985 13.927671699999998),PTT,13.927671699999998,100.5852985
node,9673528463,POINT (100.6540828 13.921165899999997),PT,13.921165899999997,100.6540828
node,9694765338,POINT (100.6017822 13.6863627),PTT,13.6863627,100.6017822
node,9696606717,POINT (100.485803 13.778454),ปั๊มซัสโก้,13.778454,100.485803
node,9987362217,POINT (100.5786377 13.9421265),ปตท,13.9421265,100.5786377
node,10637677744,POINT (100.442828 13.7527348),บางจาก,13.7527348,100.442828
node,10726111808,POINT (100.5458018 13.7322787),7-Eleven,13.7322787,100.5458018
node,10765407218,POINT (100.5744712 13.870268399999999),PTT (und. Construction),13.870268399999999,100.5744712
node,10945202120,POINT (100.6627319 13.718237999999996),บางจาก,13.718237999999996,100.6627319
node,10945202121,POINT (100.6633401 13.718318200000002),บางจาก,13.718318200000002,100.6633401
node,11337308079,POINT (100.4008353 13.7842525),PTT,13.7842525,100.4008353
node,11337308081,POINT (100.4017128 13.7842053),Caltex,13.7842053,100.4017128
node,11474800369,POINT (100.6186522 13.807561),บางจาก,13.807561,100.6186522
node,11549370043,POINT (100.6277085 13.6848268),ป.ต.ท.,13.6848268,100.6277085
node,11913434769,POINT (100.5830804 13.7126973),บางจาก,13.7126973,100.5830804
node,11913434770,POINT (100.582127 13.713896),ป.ต.ท.,13.713896,100.582127
node,12316939613,POINT (100.6306123 13.7848158),บางจาก,13.7848158,100.6306123
node,12316951302,POINT (100.60982980000001 13.786159800000002),Bangchak,13.786159800000002,100.60982980000001
node,12337237589,POINT (100.6386515 13.839207100000003),Caltex,13.839207100000003,100.6386515
node,12337269604,POINT (100.6389451 13.840107299999996),PT,13.840107299999996,100.6389451
node,12350723301,POINT (100.80944250000002 13.7693082),PT,13.7693082,100.80944250000002
node,12355863631,POINT (100.4991181 13.655880100000001),ป.ต.ท.,13.655880100000001,100.4991181
node,12369236193,POINT (100.6088876 13.7923934),Caltex,13.7923934,100.6088876
node,12369236194,POINT (100.6084528 13.7928987),บางจาก,13.7928987,100.6084528
node,12369254137,POINT (100.5991989 13.840138599999996),ป.ต.ท.,13.840138599999996,100.5991989
node,12397482699,POINT (100.4482354 13.651357800000001),ซัสโก้,13.651357800000001,100.4482354
node,12401531982,POINT (100.6607685 13.835613599999999),ป.ต.ท.,13.835613599999999,100.6607685
node,12401531985,POINT (100.66019 13.834479),บางจาก,13.834479,100.66019
node,12408933611,POINT (100.6372941 13.851828499999995),บางจาก,13.851828499999995,100.6372941
node,12411879607,POINT (100.535485 13.816415400000004),ปั๊มน้ำมันบางจาก - ห้างหุ้นส่วนจำกัด หลิวรุ่งเรือง (ประชาชื่น),13.816415400000004,100.535485
node,12428810721,POINT (100.4759285 13.7553186),Bangchak,13.7553186,100.4759285
node,12428813804,POINT (100.4780942 13.751281499999996),Ptt,13.751281499999996,100.4780942
node,12438400239,POINT (100.3765809 13.702333499999998),บางจาก,13.702333499999998,100.3765809
node,12441233802,POINT (100.5021799 13.7899483),Pttstation,13.7899483,100.5021799
node,12444832632,POINT (100.6391302 13.829247799999997),PT,13.829247799999997,100.6391302
node,12506475701,POINT (100.693467 13.788155599999998),bangchak,13.788155599999998,100.693467
node,12506857288,POINT (100.4817309 13.7079018),Shell,13.7079018,100.4817309
node,12569169637,POINT (100.4643497 13.6833098),บางจาก,13.6833098,100.4643497
node,12573804077,POINT (100.6459737 13.70435),บางจาก,13.70435,100.6459737
node,12581558820,POINT (100.6503941 13.716100099999997),7-Eleven,13.716100099999997,100.6503941
node,12606913701,POINT (100.6755174 13.7764904),Caltex,13.7764904,100.6755174
node,12618466441,POINT (100.4059177 13.660772099999999),PT,13.660772099999999,100.4059177
node,12618466566,POINT (100.4068933 13.671494699999998),ป.ต.ท.,13.671494699999998,100.4068933
node,12771557043,POINT (100.3746884 13.6402562),Caltex,13.6402562,100.3746884
node,12877254015,POINT (100.5435624 13.8304772),Caltex,13.8304772,100.5435624
way,39838305,POINT (100.5325685268102 13.716271334471944),Shell,13.716271334471944,100.5325685268102
way,39879817,POINT (100.53478527870422 13.72353616765044),เชลล์,13.72353616765044,100.53478527870422
way,40059403,POINT (100.53602468877179 13.706605586120311),LPG,13.706605586120311,100.53602468877179
way,95947213,POINT (100.40806383959325 13.69596245972711),Caltex,13.69596245972711,100.40806383959325
way,146489989,POINT (100.43823134828503 13.681294869495407),ปั๊มน้ำมันเชลล์,13.681294869495407,100.43823134828503
way,149588445,POINT (100.41986685419693 13.712108585810455),ปั๊มน้ำมันคาลเท็กซ์,13.712108585810455,100.41986685419693
way,149588867,POINT (100.42022622045918 13.712103167244095),ปั๊มน้ำมันคิวเอท,13.712103167244095,100.42022622045918
way,153174658,POINT (100.5981529625714 13.735666872394091),บางจาก,13.735666872394091,100.5981529625714
way,173268399,POINT (100.40627277899227 13.664609345559896),ป.ต.ท.,13.664609345559896,100.40627277899227
way,176447360,POINT (100.42975739999392 13.712179049992768),ปั๊มน้ำมันเอสโซ่ สาขาเพชรเกษม 39,13.712179049992768,100.42975739999392
way,177937017,POINT (100.45423625311018 13.71907112261606),บางจาก,13.71907112261606,100.45423625311018
way,243741326,POINT (100.56237081513159 13.735928442470717),Shell,13.735928442470717,100.56237081513159
way,296528236,POINT (100.48944465134987 13.716920641820336),Shell,13.716920641820336,100.48944465134987
way,316165398,POINT (100.64976831915088 13.788141147867194),ปตท.,13.788141147867194,100.64976831915088
way,316416935,POINT (100.6497373311578 13.7999738620155),ปั๊มน้ำมันเชลล์ สาขานวมินทร์,13.7999738620155,100.6497373311578
way,317485097,POINT (100.79360591431288 13.74670788567812),P T T,13.74670788567812,100.79360591431288
way,317485359,POINT (100.79715607747416 13.75515174198393),P T T,13.75515174198393,100.79715607747416
way,317485361,POINT (100.80046275382973 13.759791817109432),Caltex,13.759791817109432,100.80046275382973
way,318344173,POINT (100.59565470000207 13.724970900010893),เชลล์,13.724970900010893,100.59565470000207
way,319913556,POINT (100.50003240042724 13.750020973451482),Shell,13.750020973451482,100.50003240042724
way,320488079,POINT (100.54103960452039 13.709261266963127),NGV & LPG,13.709261266963127,100.54103960452039
way,320607079,POINT (100.53150469369568 13.699796866782101),Susco,13.699796866782101,100.53150469369568
way,320638172,POINT (100.54185467479688 13.711001369958066),บางจาก,13.711001369958066,100.54185467479688
way,321532238,POINT (100.7630951499883 13.72211934993941),LPG Station,13.72211934993941,100.7630951499883
way,321540139,POINT (100.83457300003438 13.8008768000205),Caltex,13.8008768000205,100.83457300003438
way,321540151,POINT (100.86358807510017 13.906816991240277),P T,13.906816991240277,100.86358807510017
way,321786507,POINT (100.74782404869948 13.722200989596766),LPG Station,13.722200989596766,100.74782404869948
way,323347386,POINT (100.58445186626395 13.72417646716405),เชลล์,13.72417646716405,100.58445186626395
way,323347387,POINT (100.58433095000598 13.722746350031317),เอสโซ่,13.722746350031317,100.58433095000598
